overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
1.0,,2012-08-11,A3PV5RRQLXTO7C,B00000DMDJ,"cheap junk. i expected standard metal lunchbox quality. this is a very thin metal, with a latch that is no match for any child. ours now holds medicine and bandaids, since it is useless for children.",avoid,0.139,0.861,0.0,-0.6124
2.0,,2016-03-10,A13F0Z0Z52M3KQ,B00000DMFN,"classic game.... however the ""push"" part is so stiff that neither me or my 5 year old granddaughter can push it down to pop the dice. very disappointed.",not good quality........,0.115,0.885,0.0,-0.5256
3.0,,2015-01-08,A2OZKIURLS3IIE,B00000DMFN,it works but is cheaply made. not like the originals. when u pop dice all the pegs pop out. they don't fit snug like they used to. definitely bummed by this buy...,cheap. can't play unless u tape down or it pops entire board up,0.207,0.7,0.092,-0.5338
2.0,,2014-12-30,A188L29ZQTUOMZ,B00000DMFN,"as with most games, the new generation has build quality problems which distract from gameplay.",build quality is shoddy.,0.274,0.726,0.0,-0.5994
3.0,,2017-10-24,A3U4LQGN5AE9DO,B00000DMBF,"i love the game. i played it as a child so many years ago. now i've taught my 8-year-old and she loves it. the plastic pieces and box it comes in though are cheap crap. i ended up dumping all the pieces into small zipper-seal baggies because the onboard storage solution just sucks. it doesn't contain anything properly and the pieces are all falling out loosely into the box. which, by the way, has a plastic window in it. so you can't really stack this with the rest of your games. but hey, if you need mastermind to scratch that itch, this is what you get. a necessary evil, one could say.",a necessary evil,0.107,0.823,0.07,-0.6486
1.0,,2017-10-18,A3QFD77AI3M5IM,B00000DMD2,this arrived twice with a bad drawer. waste of money.,defective,0.474,0.526,0.0,-0.743
3.0,,2017-07-09,AGXVM70BCJJH2,B00000DMBF,"i have the original mastermind board and over the years it is missing some of the little pieces here and there. i decided it was time for an upgrade. i can't say i'm ecstatic with this new board. the pieces are not as high of quality and they took out black and white and have pink and purple instead. the holding tray to put the pegs was a nice idea, but it's not big enough for all the pegs and if you put the big pegs and the little pegs in, you have to sort them each and every time you want to play the game. overall i'm disappointed that the quality isn't nearly as good. if i could get new pegs for the old board i would.",not as high of quality as the original.,0.081,0.858,0.061,-0.5588
1.0,16,2013-10-30,AEEK6V0QYCL3,B00000DMFN,"the version received can be found in walmart right now for about $7.77. even without a discounted price, the game is only about $10.00. i paid the almost $17.00 in hopes of receiving the actual one and got this off-brand version instead. at least that's what i call it. if this version is supposed to be an upgrade from the original, i must not know what upgrade really means. this ones is cheaply made and not nearly as nice or as decorative as the original. i am very disappointed, especially since they had the audacity to keep the original picture of the board game up. also for an extra note, when i purchased this i do not recall the other pictures that i see now visible when i first found this seller. makes me wonder, because this version of trouble is not worth $17 or so. it doesn't even sell for that much at toys r us without a discount. highly disappointed. i would not recommend this to anyone that has played the original version of trouble. you will not be pleased.",not the original version of trouble,0.114,0.812,0.074,-0.7725
3.0,,2013-10-02,AS87M0S8OV6LC,B00000DMFN,i thought that i was going to be getting  a new  game but when i received  it the box was all crushed and the bubble in the middle is cracked. i was going to give this as a christmas present but after seeing the condition of it i think that i may not.,not great condition,0.078,0.922,0.0,-0.5719
3.0,,2016-10-13,AVBU4WQCY1Q76,B00000DMBF,the pieces are hard to fit in. the container does not close properly. we have this game in the travel version and wanted a larger version so that the pieces can be manipulated better. but to our dismay they aren't any easier to handle.,not that great,0.192,0.734,0.073,-0.7182
2.0,,2012-11-13,A2T7PQHQ7HZ2IC,B00000DMFN,this isn't the same as i remember as as child. the board is a flimsy plastic and the popper is kind of sad.,"poorly made, cheap plastic",0.145,0.855,0.0,-0.5256
3.0,,2010-06-17,A10AKE9TAADHVV,B00000DMFN,"this is not the trouble you might remember from childhood.  ""chinky"" is the word that comes to mind - the bottom is a piece of flimsy cardboard, similar to what is used in cereal boxes.  very disappointing!  i'd rather spend a bit more and get a quality product than get this garbage.  what a shame.","love the game, hate the construction",0.123,0.837,0.04,-0.6835
3.0,,2007-12-24,A11ED8O95W2103,B00000DMFN,"my two boys received this game as a gift a few days ago, and i was rather happy about that because i was thinking of buying this game for them myself.

well, it proved to be too much of a logical leap from the simple board games my young boys have played to date to this beginning level strategy game.  your milage may vary on this point, but two aspects of this game that didn't help were:

first, the ""pop-o-matic"" takes considerable force to operate.  my five year old had to put his full 50lb body weight onto it just to get it to work, and it was difficult for my old son to operate too.

second, the ""have to roll a six to get to start"" rule is stupid.  you just wait forever to get to even start to play.  we changed the rule so you can start with either a six or a one, and that helped a little bit.

sadly, my kids lost interest after about 10 minutes.  so, another unloved game in the game pile.",my kids don't get into trouble.,0.11,0.815,0.076,-0.862
1.0,,2002-12-17,A29AW7MSU7I8K,B00000DMCK,"yes...the educaton value is there, so is the durability, but what most of the reviewers are neglecting to tell you is that this toy can hurt your child!! is made of a hard plastic. my son grabbed a hold of it and swung it wildly, stirking himself in the face. he also go his arm caught in the toy on more than one occasion. i took it off of him and packed it away with some baby clothes. it resurfaced when the clothes were open when my daughter was born, but i made sure she didn't get a hold of this.","lamaze is durable, but this toy wasn't fun.",0.098,0.859,0.044,-0.7707
3.0,3,2015-12-29,A2W3FL7HNE7WHL,B00000DMBF,"love the game, but there are 2 major flaws:
1. my son has some color blindness. this has never caused an issue playing games, but he can't decipher the color differences on a few of these odd colors of pegs. this creates errors or him having to ask a question showing what is right & wrong.
2. the storage compartment is lousy. it doesn't latch & often won't even fully close. we accidentally spilled a bunch of the smaller pegs putting the game away in the closet. it's now held shut by a heavy rubber band.

the game itself is fun, and is good with thinking & strategy. had i know the issues above, we would have preferred the old version.",2 bad flaws (affects those with color blindness),0.135,0.747,0.118,-0.5078
3.0,,2015-01-29,A2U8PJNRQS3DP6,B00000DMER,7 year old grandson played with this one time. didn't care for it. he was bored. i feel it was over priced for a plastic one person game. not happy.,wish i had bought something else.,0.233,0.694,0.072,-0.6515
1.0,7,2015-10-04,AA0J4J0GPDJ1G,B00000DMBF,"the board size is needlessly too large.  despite the large size, the build in storage for the pegs is too small and poorly designed.  it lacks a storage box or bag making it messy.  does not stack among our other games.  the packaging is quite large suggesting there may have been a storage container hidden inside, but no such luck.  regret this purchase.",too large and lacks a storage box or bag making it messy,0.119,0.823,0.058,-0.5023
1.0,,2016-11-14,A3J5REDVI88HZO,B00000DMD2,"biggest disappointment in a toy i have ever seen. first of the quality of this thing is atrocious.  the solar powered calculator is really weak, you need a good lighted room for the calculator to work.  another flaw especially your place is a bit on the darker side. the plastic is such horrible quality that its not even close to be worth the price they are selling this for... it should be 5 bucks at most, not even.  rip off quality at a rip off price.  such a huge waste of a purchase.",terrible quality. 2 dollar worth product,0.131,0.797,0.073,-0.7713
